Cum%,Name,%,Rank
89.86,SOILA,0.001,4104
89.861,SHILOH,0.001,4105
89.862,SHENNA,0.001,4106
89.863,SHARMAINE,0.001,4107
89.864,SHANTAE,0.001,4108
89.865,SHANDI,0.001,4109
89.866,SEPTEMBER,0.001,4110
89.867,SARAN,0.001,4111
89.867,SARAI,0.001,4112
89.868,SANA,0.001,4113
89.869,SAMUEL,0.001,4114
89.87,SALLEY,0.001,4115
89.871,ROSETTE,0.001,4116
89.872,ROLANDE,0.001,4117
89.873,REGINE,0.001,4118
89.874,OTELIA,0.001,4119
89.875,OSCAR,0.001,4120
89.876,OLEVIA,0.001,4121
89.877,NICHOLLE,0.001,4122
89.878,NECOLE,0.001,4123
89.879,NAIDA,0.001,4124
89.88,MYRTA,0.001,4125
89.881,MYESHA,0.001,4126
89.882,MITSUE,0.001,4127
89.883,MINTA,0.001,4128
89.884,MERTIE,0.001,4129
89.885,MARGY,0.001,4130
89.886,MAHALIA,0.001,4131
89.887,MADALENE,0.001,4132
89.888,LOVE,0.001,4133
89.889,LOURA,0.001,4134
89.89,LOREAN,0.001,4135
89.891,LEWIS,0.001,4136
89.892,LESHA,0.001,4137
89.893,LEONIDA,0.001,4138
89.894,LENITA,0.001,4139
89.895,LAVONE,0.001,4140
89.896,LASHELL,0.001,4141
89.897,LASHANDRA,0.001,4142
89.898,LAMONICA,0.001,4143
89.899,KIMBRA,0.001,4144
89.9,KATHERINA,0.001,4145
89.901,KARRY,0.001,4146
89.902,KANESHA,0.001,4147
89.903,JULIO,0.001,4148
89.903,JONG,0.001,4149
89.904,JENEVA,0.001,4150
89.905,JAQUELYN,0.001,4151
89.906,HWA,0.001,4152
89.907,GILMA,0.001,4153
89.908,GHISLAINE,0.001,4154
89.909,GERTRUDIS,0.001,4155
89.91,FRANSISCA,0.001,4156
89.911,FERMINA,0.001,4157
89.912,ETTIE,0.001,4158
89.913,ETSUKO,0.001,4159
89.914,ELLIS,0.001,4160
89.915,ELLAN,0.001,4161
89.916,ELIDIA,0.001,4162
89.917,EDRA,0.001,4163
89.918,DORETHEA,0.001,4164
89.919,DOREATHA,0.001,4165
89.92,DENYSE,0.001,4166
89.921,DENNY,0.001,4167
89.922,DEETTA,0.001,4168
89.923,DAINE,0.001,4169
89.924,CYRSTAL,0.001,4170
89.925,CORRIN,0.001,4171
89.926,CAYLA,0.001,4172
89.927,CARLITA,0.001,4173
89.928,CAMILA,0.001,4174
89.929,BURMA,0.001,4175
89.93,BULA,0.001,4176
89.931,BUENA,0.001,4177
89.932,BLAKE,0.001,4178
89.933,BARABARA,0.001,4179
89.934,AVRIL,0.001,4180
89.935,AUSTIN,0.001,4181
89.936,ALAINE,0.001,4182
89.937,ZANA,0.001,4183
89.938,WILHEMINA,0.001,4184
89.938,WANETTA,0.001,4185
89.939,VIRGIL,0.001,4186
89.94,VI,0.001,4187
89.941,VERONIKA,0.001,4188
89.942,VERNON,0.001,4189
89.943,VERLINE,0.001,4190
89.944,VASILIKI,0.001,4191
89.945,TONITA,0.001,4192
89.946,TISA,0.001,4193
89.947,TEOFILA,0.001,4194
89.948,TAYNA,0.001,4195
89.949,TAUNYA,0.001,4196
89.95,TANDRA,0.001,4197
89.951,TAKAKO,0.001,4198
89.952,SUNNI,0.001,4199
89.953,SUANNE,0.001,4200
89.954,SIXTA,0.001,4201
89.954,SHARELL,0.001,4202
89.955,SEEMA,0.001,4203
89.956,RUSSELL,0.001,4204
89.957,ROSENDA,0.001,4205
89.958,ROBENA,0.001,4206
89.959,RAYMONDE,0.001,4207
89.96,PEI,0.001,4208
89.961,PAMILA,0.001,4209
89.962,OZELL,0.001,4210
89.963,NEIDA,0.001,4211
89.964,NEELY,0.001,4212
89.965,MISTIE,0.001,4213
89.966,MICHA,0.001,4214
89.967,MERISSA,0.001,4215
89.968,MAURITA,0.001,4216
89.969,MARYLN,0.001,4217
89.97,MARYETTA,0.001,4218
89.971,MARSHALL,0.001,4219
89.971,MARCELL,0.001,4220
89.972,MALENA,0.001,4221
89.973,MAKEDA,0.001,4222
89.974,MADDIE,0.001,4223
89.975,LOVETTA,0.001,4224
89.976,LOURIE,0.001,4225
89.977,LORRINE,0.001,4226
89.978,LORILEE,0.001,4227
89.979,LESTER,0.001,4228
89.98,LAURENA,0.001,4229
89.981,LASHAY,0.001,4230
89.982,LARRAINE,0.001,4231
89.983,LAREE,0.001,4232
89.984,LACRESHA,0.001,4233
89.985,KRISTLE,0.001,4234
89.986,KRISHNA,0.001,4235
89.987,KEVA,0.001,4236
89.987,KEIRA,0.001,4237
89.988,KAROLE,0.001,4238
89.989,JOIE,0.001,4239
89.99,JINNY,0.001,4240
89.991,JEANNETTA,0.001,4241
89.992,JAMA,0.001,4242
89.993,HEIDY,0.001,4243
89.994,GILBERTE,0.001,4244
89.995,GEMA,0.001,4245
89.996,FAVIOLA,0.001,4246
89.997,EVELYNN,0.001,4247
89.998,ENDA,0.001,4248
89.999,ELLI,0.001,4249
90,ELLENA,0.001,4250
90.001,DIVINA,0.001,4251
90.002,DAGNY,0.001,4252
90.003,COLLENE,0.001,4253
90.003,CODI,0.001,4254
90.004,CINDIE,0.001,4255
90.005,CHASSIDY,0.001,4256
90.006,CHASIDY,0.001,4257
90.007,CATRICE,0.001,4258
90.008,CATHERINA,0.001,4259
90.009,CASSEY,0.001,4260
90.01,CAROLL,0.001,4261
90.011,CARLENA,0.001,4262
90.012,CANDRA,0.001,4263
90.013,CALISTA,0.001,4264
90.014,BRYANNA,0.001,4265
90.015,BRITTENY,0.001,4266
90.016,BEULA,0.001,4267
90.017,BARI,0.001,4268
90.018,AUDRIE,0.001,4269
90.019,AUDRIA,0.001,4270
90.019,ARDELIA,0.001,4271
90.02,ANNELLE,0.001,4272
90.021,ANGILA,0.001,4273
90.022,ALONA,0.001,4274
90.023,ALLYN,0.001,4275
90.024,,,
