Cum%,Name,%,Rank
87.57,DEBROAH,0.002,2462
87.572,CIERA,0.002,2463
87.574,CHIN,0.002,2464
87.576,ANGELIKA,0.002,2465
87.578,ANDREE,0.002,2466
87.58,ALTHA,0.002,2467
87.582,YEN,0.002,2468
87.584,VIVAN,0.002,2469
87.586,TERRESA,0.002,2470
87.588,TANNA,0.002,2471
87.59,SUK,0.002,2472
87.592,SUDIE,0.002,2473
87.594,SOO,0.002,2474
87.596,SIGNE,0.002,2475
87.598,SALENA,0.002,2476
87.6,RONNI,0.002,2477
87.602,REBBECCA,0.002,2478
87.604,MYRTIE,0.002,2479
87.606,MCKENZIE,0.002,2480
87.608,MALIKA,0.002,2481
87.61,MAIDA,0.002,2482
87.612,LOAN,0.002,2483
87.614,LEONARDA,0.002,2484
87.616,KAYLEIGH,0.002,2485
87.618,FRANCE,0.002,2486
87.62,ETHYL,0.002,2487
87.622,ELLYN,0.002,2488
87.624,DAYLE,0.002,2489
87.626,CAMMIE,0.002,2490
87.628,BRITTNI,0.002,2491
87.63,BIRGIT,0.002,2492
87.632,AVELINA,0.002,2493
87.634,ASUNCION,0.002,2494
87.636,ARIANNA,0.002,2495
87.638,AKIKO,0.002,2496
87.64,VENICE,0.002,2497
87.642,TYESHA,0.002,2498
87.644,TONIE,0.002,2499
87.646,TIESHA,0.002,2500
87.648,TAKISHA,0.002,2501
87.65,STEFFANIE,0.002,2502
87.652,SINDY,0.002,2503
87.654,SANTANA,0.002,2504
87.656,MEGHANN,0.002,2505
87.658,MANDA,0.002,2506
87.66,MACIE,0.002,2507
87.662,LADY,0.002,2508
87.664,KELLYE,0.002,2509
87.666,KELLEE,0.002,2510
87.668,JOSLYN,0.002,2511
87.67,JASON,0.002,2512
87.672,INGER,0.002,2513
87.674,INDIRA,0.002,2514
87.676,GLINDA,0.002,2515
87.678,GLENNIS,0.002,2516
87.68,FERNANDA,0.002,2517
87.682,FAUSTINA,0.002,2518
87.684,ENEIDA,0.002,2519
87.686,ELICIA,0.002,2520
87.688,DOT,0.002,2521
87.69,DIGNA,0.002,2522
87.692,DELL,0.002,2523
87.694,ARLETTA,0.002,2524
87.696,ANDRE,0.002,2525
87.698,WILLIA,0.002,2526
87.699,TAMMARA,0.002,2527
87.701,TABETHA,0.002,2528
87.703,SHERRELL,0.002,2529
87.705,SARI,0.002,2530
87.707,REFUGIO,0.002,2531
87.709,REBBECA,0.002,2532
87.711,PAULETTA,0.002,2533
87.713,NIEVES,0.002,2534
87.715,NATOSHA,0.002,2535
87.717,NAKITA,0.002,2536
87.719,MAMMIE,0.002,2537
87.721,KENISHA,0.002,2538
87.723,KAZUKO,0.002,2539
87.725,KASSIE,0.002,2540
87.727,GARY,0.002,2541
87.729,EARLEAN,0.002,2542
87.731,DAPHINE,0.002,2543
87.733,CORLISS,0.002,2544
87.735,CLOTILDE,0.002,2545
87.736,CAROLYNE,0.002,2546
87.738,BERNETTA,0.002,2547
87.74,AUGUSTINA,0.002,2548
87.742,AUDREA,0.002,2549
87.744,ANNIS,0.002,2550
87.746,ANNABELL,0.002,2551
87.748,YAN,0.002,2552
87.75,TENNILLE,0.002,2553
87.752,TAMICA,0.002,2554
87.754,SELENE,0.002,2555
87.756,SEAN,0.002,2556
87.758,ROSANA,0.002,2557
87.76,REGENIA,0.002,2558
87.762,QIANA,0.002,2559
87.763,MARKITA,0.002,2560
87.765,MACY,0.002,2561
87.767,LEEANNE,0.002,2562
87.769,LAURINE,0.002,2563
87.771,KYM,0.002,2564
87.773,JESSENIA,0.002,2565
87.775,JANITA,0.002,2566
87.777,GEORGINE,0.002,2567
87.779,GENIE,0.002,2568
87.781,EMIKO,0.002,2569
87.783,ELVIE,0.002,2570
87.785,DEANDRA,0.002,2571
87.786,DAGMAR,0.002,2572
87.788,CORIE,0.002,2573
87.79,COLLEN,0.002,2574
87.792,CHERISH,0.002,2575
87.794,ROMAINE,0.002,2576
87.796,PORSHA,0.002,2577
87.798,PEARLENE,0.002,2578
87.8,MICHELINE,0.002,2579
87.802,MERNA,0.002,2580
87.804,MARGORIE,0.002,2581
87.805,MARGARETTA,0.002,2582
87.807,LORE,0.002,2583
87.809,KENNETH,0.002,2584
87.811,JENINE,0.002,2585
87.813,HERMINA,0.002,2586
87.815,FREDERICKA,0.002,2587
87.817,ELKE,0.002,2588
87.819,DRUSILLA,0.002,2589
87.82,DORATHY,0.002,2590
87.822,DIONE,0.002,2591
87.824,DESIRE,0.002,2592
87.826,CELENA,0.002,2593
87.828,BRIGIDA,0.002,2594
87.83,ANGELES,0.002,2595
87.832,ALLEGRA,0.002,2596
87.834,THEO,0.002,2597
87.836,TAMEKIA,0.002,2598
87.837,SYNTHIA,0.002,2599
87.839,STEPHEN,0.002,2600
87.841,SOOK,0.002,2601
87.843,SLYVIA,0.002,2602
87.845,ROSANN,0.002,2603
87.847,REATHA,0.002,2604
87.849,RAYE,0.002,2605
87.85,MARQUETTA,0.002,2606
87.852,MARGART,0.002,2607
87.854,LING,0.002,2608
87.856,LAYLA,0.002,2609
87.858,KYMBERLY,0.002,2610
87.86,KIANA,0.002,2611
87.861,KAYLEEN,0.002,2612
87.863,KATLYN,0.002,2613
87.865,KARMEN,0.002,2614
87.867,JOELLA,0.002,2615
87.869,IRINA,0.002,2616
87.871,EMELDA,0.002,2617
87.873,ELENI,0.002,2618
87.874,DETRA,0.002,2619
87.876,CLEMMIE,0.002,2620
87.878,CHERYLL,0.002,2621
87.88,CHANTELL,0.002,2622
87.882,CATHEY,0.002,2623
87.884,ARNITA,0.002,2624
87.886,ARLA,0.002,2625
87.887,ANGLE,0.002,2626
87.889,ANGELIC,0.002,2627
87.891,ALYSE,0.002,2628
87.893,ZOFIA,0.002,2629
87.895,THOMASINE,0.002,2630
87.897,TENNIE,0.002,2631
87.898,SON,0.002,2632
87.9,SHERLY,0.002,2633
87.902,SHERLEY,0.002,2634
87.904,SHARYL,0.002,2635
87.906,REMEDIOS,0.002,2636
87.908,PETRINA,0.002,2637
87.909,NICKOLE,0.002,2638
87.911,MYUNG,0.002,2639
87.913,MYRLE,0.002,2640
87.915,MOZELLA,0.002,2641
87.917,LOUANNE,0.002,2642
87.918,LISHA,0.002,2643
87.92,LATIA,0.002,2644
87.922,LANE,0.002,2645
87.924,KRYSTA,0.002,2646
87.926,JULIENNE,0.002,2647
87.928,JOEL,0.002,2648
87.929,JEANENE,0.002,2649
87.931,JACQUALINE,0.002,2650
87.933,ISAURA,0.002,2651
87.935,GWENDA,0.002,2652
87.937,EARLEEN,0.002,2653
87.939,DONALD,0.002,2654
87.94,CLEOPATRA,0.002,2655
87.942,CARLIE,0.002,2656
87.944,AUDIE,0.002,2657
87.946,ANTONIETTA,0.002,2658
87.948,ALISE,0.002,2659
87.949,ALEX,0.002,2660
87.951,VERDELL,0.002,2661
87.953,VAL,0.002,2662
87.955,TYLER,0.002,2663
87.957,TOMOKO,0.002,2664
87.958,THAO,0.002,2665
87.96,TALISHA,0.002,2666
87.962,STEVEN,0.002,2667
87.964,SO,0.002,2668
87.966,SHEMIKA,0.002,2669
87.967,SHAUN,0.002,2670
87.969,SCARLET,0.002,2671
87.971,SAVANNA,0.002,2672
87.973,SANTINA,0.002,2673
87.975,ROSIA,0.002,2674
87.976,RAEANN,0.002,2675
87.978,ODILIA,0.002,2676
87.98,NANA,0.002,2677
87.982,MINNA,0.002,2678
87.983,MAGAN,0.002,2679
87.985,LYNELLE,0.002,2680
87.987,LE,0.002,2681
87.989,KARMA,0.002,2682
87.991,JOEANN,0.002,2683
87.992,IVANA,0.002,2684
87.994,INELL,0.002,2685
87.996,ILANA,0.002,2686
87.998,HYE,0.002,2687
88,HONEY,0.002,2688
88.001,HEE,0.002,2689
88.003,GUDRUN,0.002,2690
88.005,FRANK,0.002,2691
88.007,DREAMA,0.002,2692
88.009,CRISSY,0.002,2693
88.01,CHANTE,0.002,2694
88.012,CARMELINA,0.002,2695
88.014,ARVILLA,0.002,2696
88.016,ARTHUR,0.002,2697
88.017,ANNAMAE,0.002,2698
88.019,ALVERA,0.002,2699
88.021,ALEIDA,0.002,2700
88.023,AARON,0.002,2701
88.025,YEE,0.002,2702
88.026,YANIRA,0.002,2703
88.028,VANDA,0.002,2704
88.03,TIANNA,0.002,2705
88.032,TAM,0.002,2706
88.033,STEFANIA,0.002,2707
88.035,SHIRA,0.002,2708
88.037,PERRY,0.002,2709
88.039,NICOL,0.002,2710
88.04,NANCIE,0.002,2711
88.042,MONSERRATE,0.002,2712
88.044,MINH,0.002,2713
88.046,MELYNDA,0.002,2714
88.048,MELANY,0.002,2715
88.049,MATTHEW,0.002,2716
88.051,LOVELLA,0.002,2717
88.053,LAURE,0.002,2718
88.055,KIRBY,0.002,2719
88.056,KACY,0.002,2720
88.058,JACQUELYNN,0.002,2721
88.06,HYON,0.002,2722
88.062,GERTHA,0.002,2723
88.063,FRANCISCO,0.002,2724
88.065,ELIANA,0.002,2725
88.067,CHRISTENA,0.002,2726
88.069,CHRISTEEN,0.002,2727
88.07,CHARISE,0.002,2728
88.072,CATERINA,0.002,2729
88.074,CARLEY,0.002,2730
88.076,CANDYCE,0.002,2731
88.077,ARLENA,0.002,2732
88.079,AMMIE,0.002,2733
88.081,YANG,0.002,2734
88.083,WILLETTE,0.002,2735
88.084,VANITA,0.002,2736
88.086,TUYET,0.002,2737
88.088,TINY,0.002,2738
88.09,SYREETA,0.002,2739
88.091,SILVA,0.002,2740
88.093,SCOTT,0.002,2741
88.095,RONALD,0.002,2742
88.096,PENNEY,0.002,2743
88.098,NYLA,0.002,2744
88.1,MICHAL,0.002,2745
88.102,MAURICE,0.002,2746
88.103,MARYAM,0.002,2747
88.105,MARYA,0.002,2748
88.107,MAGEN,0.002,2749
88.109,LUDIE,0.002,2750
88.11,LOMA,0.002,2751
88.112,LIVIA,0.002,2752
88.114,LANELL,0.002,2753
88.115,KIMBERLIE,0.002,2754
88.117,JULEE,0.002,2755
88.119,DONETTA,0.002,2756
88.121,DIEDRA,0.002,2757
88.122,DENISHA,0.002,2758
88.124,DEANE,0.002,2759
88.126,DAWNE,0.002,2760
88.128,CLARINE,0.002,2761
88.129,CHERRYL,0.002,2762
88.131,BRONWYN,0.002,2763
88.133,BRANDON,0.002,2764
88.134,ALLA,0.002,2765
88.136,VALERY,0.002,2766
88.138,TONDA,0.002,2767
88.14,SUEANN,0.002,2768
88.141,SORAYA,0.002,2769
88.143,SHOSHANA,0.002,2770
88.145,SHELA,0.002,2771
88.146,SHARLEEN,0.002,2772
88.148,SHANELLE,0.002,2773
88.15,NERISSA,0.002,2774
88.151,MICHEAL,0.002,2775
88.153,MERIDITH,0.002,2776
88.155,MELLIE,0.002,2777
88.157,MAYE,0.002,2778
88.158,MAPLE,0.002,2779
88.16,MAGARET,0.002,2780
88.162,LUIS,0.002,2781
88.163,LILI,0.002,2782
88.165,LEONILA,0.002,2783
88.167,LEONIE,0.002,2784
88.168,LEEANNA,0.002,2785
88.17,LAVONIA,0.002,2786
88.172,LAVERA,0.002,2787
88.173,KRISTEL,0.002,2788
88.175,KATHEY,0.002,2789
88.177,KATHE,0.002,2790
88.179,JUSTIN,0.002,2791
88.18,JULIAN,0.002,2792
88.182,JIMMY,0.002,2793
88.184,JANN,0.002,2794
88.185,ILDA,0.002,2795
88.187,HILDRED,0.002,2796
88.189,HILDEGARDE,0.002,2797
88.19,GENIA,0.002,2798
88.192,FUMIKO,0.002,2799
88.194,EVELIN,0.002,2800
88.196,ERMELINDA,0.002,2801
88.197,ELLY,0.002,2802
88.199,DUNG,0.002,2803
88.201,DOLORIS,0.002,2804
88.202,DIONNA,0.002,2805
88.204,DANAE,0.002,2806
88.206,BERNEICE,0.002,2807
88.207,ANNICE,0.002,2808
88.209,ALIX,0.002,2809
88.211,VERENA,0.002,2810
88.212,VERDIE,0.002,2811
88.214,TRISTAN,0.002,2812
88.216,SHAWNNA,0.002,2813
88.217,SHAWANA,0.002,2814
88.219,SHAUNNA,0.002,2815
88.221,ROZELLA,0.002,2816
88.222,RANDEE,0.002,2817
88.224,RANAE,0.002,2818
88.226,MILAGRO,0.002,2819
88.227,LYNELL,0.002,2820
88.229,LUISE,0.002,2821
88.231,LOUIE,0.002,2822
88.232,LOIDA,0.002,2823
88.234,LISBETH,0.002,2824
88.236,KARLEEN,0.002,2825
88.237,JUNITA,0.002,2826
88.239,JONA,0.002,2827
88.241,ISIS,0.002,2828
88.242,HYACINTH,0.002,2829
88.244,HEDY,0.002,2830
88.246,GWENN,0.002,2831
88.247,ETHELENE,0.002,2832
88.249,ERLINE,0.002,2833
88.251,EDWARD,0.002,2834
88.252,DONYA,0.002,2835
88.254,DOMONIQUE,0.002,2836
88.256,DELICIA,0.002,2837
88.257,DANNETTE,0.002,2838
88.259,CICELY,0.002,2839
88.261,BRANDA,0.002,2840
88.262,BLYTHE,0.002,2841
88.264,BETHANN,0.002,2842
88.266,ASHLYN,0.002,2843
88.267,ANNALEE,0.002,2844
88.269,ALLINE,0.002,2845
88.271,YUKO,0.002,2846
88.272,VELLA,0.002,2847
88.274,TRANG,0.002,2848
88.276,TOWANDA,0.002,2849
88.277,TESHA,0.002,2850
88.279,SHERLYN,0.002,2851
88.281,NARCISA,0.002,2852
88.282,MIGUELINA,0.002,2853
88.284,MERI,0.002,2854
88.285,MAYBELL,0.002,2855
88.287,MARLANA,0.002,2856
88.289,MARGUERITA,0.002,2857
88.29,MADLYN,0.002,2858
88.292,LUNA,0.002,2859
88.294,LORY,0.002,2860
88.295,LORIANN,0.002,2861
88.297,LIBERTY,0.002,2862
88.298,LEONORE,0.002,2863
88.3,LEIGHANN,0.002,2864
88.302,LAURICE,0.002,2865
88.303,LATESHA,0.002,2866
88.305,LARONDA,0.002,2867
88.307,KATRICE,0.002,2868
88.308,KASIE,0.002,2869
88.31,KARL,0.002,2870
88.312,KALEY,0.002,2871
88.313,JADWIGA,0.002,2872
88.315,GLENNIE,0.002,2873
88.316,GEARLDINE,0.002,2874
88.318,FRANCINA,0.002,2875
88.32,EPIFANIA,0.002,2876
88.321,DYAN,0.002,2877
88.323,DORIE,0.002,2878
88.325,DIEDRE,0.002,2879
88.326,DENESE,0.002,2880
88.328,DEMETRICE,0.002,2881
88.33,DELENA,0.002,2882
88.331,DARBY,0.002,2883
88.333,CRISTIE,0.002,2884
88.334,CLEORA,0.002,2885
88.336,CATARINA,0.002,2886
88.338,CARISA,0.002,2887
88.339,BERNIE,0.002,2888
88.341,BARBERA,0.002,2889
88.343,ALMETA,0.002,2890
88.344,TRULA,0.002,2891
88.346,TEREASA,0.002,2892
88.347,SOLANGE,0.002,2893
88.349,SHEILAH,0.002,2894
88.351,SHAVONNE,0.002,2895
88.352,SANORA,0.002,2896
88.354,ROCHELL,0.002,2897
88.355,MATHILDE,0.002,2898
88.357,MARGARETA,0.002,2899
88.359,MAIA,0.002,2900
88.36,LYNSEY,0.002,2901
88.362,LAWANNA,0.002,2902
88.363,LAUNA,0.002,2903
88.365,KENA,0.002,2904
88.367,KEENA,0.002,2905
88.368,KATIA,0.002,2906
88.37,JAMEY,0.002,2907
88.371,GLYNDA,0.002,2908
88.373,GAYLENE,0.002,2909
88.375,ELVINA,0.002,2910
88.376,ELANOR,0.002,2911
88.378,DANUTA,0.002,2912
88.379,DANIKA,0.002,2913
88.381,CRISTEN,0.002,2914
88.383,CORDIE,0.002,2915
88.384,COLETTA,0.002,2916
88.386,CLARITA,0.002,2917
88.387,CARMON,0.002,2918
88.389,BRYNN,0.002,2919
88.391,AZUCENA,0.002,2920
88.392,AUNDREA,0.002,2921
88.394,ANGELE,0.002,2922
88.395,YI,0.002,2923
88.397,WALTER,0.002,2924
88.399,VERLIE,0.002,2925
88.4,VERLENE,0.002,2926
88.402,TAMESHA,0.002,2927
88.403,SILVANA,0.002,2928
88.405,SEBRINA,0.002,2929
88.406,SAMIRA,0.002,2930
88.408,REDA,0.002,2931
88.41,RAYLENE,0.002,2932
88.411,PENNI,0.002,2933
88.413,PANDORA,0.002,2934
88.414,NORAH,0.002,2935
88.416,NOMA,0.002,2936
88.417,MIREILLE,0.002,2937
88.419,MELISSIA,0.002,2938
88.421,MARYALICE,0.002,2939
88.422,LARAINE,0.002,2940
88.424,KIMBERY,0.002,2941
88.425,KARYL,0.002,2942
88.427,KARINE,0.002,2943
88.428,KAM,0.002,2944
88.43,JOLANDA,0.002,2945
88.432,JOHANA,0.002,2946
88.433,JESUSA,0.002,2947
88.435,JALEESA,0.002,2948
88.436,JAE,0.002,2949
88.438,JACQUELYNE,0.002,2950
88.439,IRISH,0.002,2951
88.441,ILUMINADA,0.002,2952
88.443,HILARIA,0.002,2953
88.444,HANH,0.002,2954
88.446,GENNIE,0.002,2955
88.447,FRANCIE,0.002,2956
88.449,FLORETTA,0.002,2957
88.45,EXIE,0.002,2958
88.452,EDDA,0.002,2959
88.454,DREMA,0.002,2960
88.455,DELPHA,0.002,2961
88.457,BEV,0.002,2962
88.458,BARBAR,0.002,2963
88.46,ASSUNTA,0.002,2964
88.461,ARDELL,0.002,2965
88.463,ANNALISA,0.002,2966
88.465,ALISIA,0.002,2967
88.466,YUKIKO,0.002,2968
88.468,YOLANDO,0.002,2969
88.469,WONDA,0.002,2970
88.471,WEI,0.002,2971
88.472,WALTRAUD,0.002,2972
88.474,VETA,0.002,2973
88.475,TEQUILA,0.002,2974
88.477,TEMEKA,0.002,2975
88.478,TAMEIKA,0.002,2976
88.48,SHIRLEEN,0.002,2977
88.481,SHENITA,0.002,2978
88.483,PIEDAD,0.002,2979
88.485,OZELLA,0.002,2980
88.486,MIRTHA,0.002,2981
88.488,MARILU,0.002,2982
88.489,KIMIKO,0.002,2983
88.491,JULIANE,0.002,2984
88.492,JENICE,0.002,2985
88.494,JEN,0.002,2986
88.495,JANAY,0.002,2987
88.497,JACQUILINE,0.002,2988
88.498,HILDE,0.002,2989
88.5,FE,0.002,2990
88.502,FAE,0.002,2991
88.503,EVAN,0.002,2992
88.505,EUGENE,0.002,2993
88.506,ELOIS,0.002,2994
88.508,ECHO,0.002,2995
88.509,DEVORAH,0.002,2996
88.511,CHAU,0.002,2997
88.512,BRINDA,0.002,2998
88.514,BETSEY,0.002,2999
88.515,ARMINDA,0.002,3000
88.517,ARACELIS,0.002,3001
88.518,APRYL,0.002,3002
88.52,ANNETT,0.002,3003
88.522,ALISHIA,0.002,3004
88.523,VEOLA,0.002,3005
88.525,USHA,0.002,3006
88.526,TOSHIKO,0.002,3007
88.528,THEOLA,0.002,3008
88.529,TASHIA,0.002,3009
88.531,TALITHA,0.002,3010
88.532,SHERY,0.002,3011
88.534,RUDY,0.002,3012
88.535,RENETTA,0.002,3013
88.537,REIKO,0.002,3014
88.538,RASHEEDA,0.002,3015
88.54,OMEGA,0.002,3016
88.541,OBDULIA,0.002,3017
88.543,MIKA,0.002,3018
88.544,MELAINE,0.002,3019
88.546,MEGGAN,0.002,3020
88.547,MARTIN,0.002,3021
88.549,MARLEN,0.002,3022
88.55,MARGET,0.002,3023
88.552,MARCELINE,0.002,3024
88.553,MANA,0.002,3025
88.555,MAGDALEN,0.002,3026
88.556,LIBRADA,0.002,3027
88.558,LEZLIE,0.002,3028
88.559,LEXIE,0.002,3029
88.561,LATASHIA,0.002,3030
88.562,LASANDRA,0.002,3031
88.564,KELLE,0.002,3032
88.565,ISIDRA,0.002,3033
88.567,ISA,0.002,3034
88.568,INOCENCIA,0.002,3035
88.57,GWYN,0.002,3036
88.571,FRANCOISE,0.002,3037
88.573,ERMINIA,0.002,3038
88.574,ERINN,0.002,3039
88.576,DIMPLE,0.002,3040
88.577,DEVORA,0.002,3041
88.579,CRISELDA,0.002,3042
88.58,ARMANDA,0.002,3043
88.582,ARIE,0.002,3044
88.583,ARIANE,0.002,3045
88.585,ANGELO,0.002,3046
88.586,ANGELENA,0.002,3047
88.588,ALLEN,0.002,3048
88.589,ALIZA,0.002,3049
88.591,ADRIENE,0.002,3050
88.592,ADALINE,0.002,3051
88.594,XOCHITL,0.001,3052
88.595,TWANNA,0.001,3053
88.597,TRAN,0.001,3054
88.598,TOMIKO,0.001,3055
88.6,TAMISHA,0.001,3056
88.601,TAISHA,0.001,3057
88.603,SUSY,0.001,3058
88.604,SIU,0.001,3059
88.606,RUTHA,0.001,3060
88.607,ROXY,0.001,3061
88.609,RHONA,0.001,3062
88.61,RAYMOND,0.001,3063
88.612,OTHA,0.001,3064
88.613,NORIKO,0.001,3065
88.615,NATASHIA,0.001,3066
88.616,MERRIE,0.001,3067
88.618,MELVIN,0.001,3068
88.619,MARINDA,0.001,3069
88.62,MARIKO,0.001,3070
88.622,MARGERT,0.001,3071
88.623,LORIS,0.001,3072
88.625,LIZZETTE,0.001,3073
88.626,LEISHA,0.001,3074
88.628,KAILA,0.001,3075
88.629,KA,0.001,3076
88.631,JOANNIE,0.001,3077
88.632,JERRICA,0.001,3078
88.634,JENE,0.001,3079
88.635,JANNET,0.001,3080
88.637,JANEE,0.001,3081
88.638,JACINDA,0.001,3082
88.64,HERTA,0.001,3083
88.641,ELENORE,0.001,3084
88.643,DORETTA,0.001,3085
88.644,DELAINE,0.001,3086
88.646,DANIELL,0.001,3087
88.647,CLAUDIE,0.001,3088
88.649,CHINA,0.001,3089
88.65,BRITTA,0.001,3090
88.651,APOLONIA,0.001,3091
88.653,AMBERLY,0.001,3092
88.654,ALEASE,0.001,3093
88.656,YURI,0.001,3094
88.657,YUK,0.001,3095
88.659,WEN,0.001,3096
88.66,WANETA,0.001,3097
88.662,UTE,0.001,3098
88.663,TOMI,0.001,3099
88.665,SHARRI,0.001,3100
88.666,SANDIE,0.001,3101
88.667,ROSELLE,0.001,3102
88.669,REYNALDA,0.001,3103
88.67,RAGUEL,0.001,3104
88.672,PHYLICIA,0.001,3105
88.673,PATRIA,0.001,3106
88.675,OLIMPIA,0.001,3107
88.676,ODELIA,0.001,3108
88.678,MITZIE,0.001,3109
88.679,MITCHELL,0.001,3110
88.68,MISS,0.001,3111
88.682,MINDA,0.001,3112
88.683,MIGNON,0.001,3113
88.685,MICA,0.001,3114
88.686,MENDY,0.001,3115
88.688,MARIVEL,0.001,3116
88.689,MAILE,0.001,3117
88.691,LYNETTA,0.001,3118
88.692,LAVETTE,0.001,3119
88.693,LAURYN,0.001,3120
88.695,LATRISHA,0.001,3121
88.696,LAKIESHA,0.001,3122
88.698,KIERSTEN,0.001,3123
88.699,KARY,0.001,3124
88.701,JOSPHINE,0.001,3125
88.702,JOLYN,0.001,3126
88.704,JETTA,0.001,3127
88.705,JANISE,0.001,3128
88.706,JACQUIE,0.001,3129
88.708,IVELISSE,0.001,3130
88.709,GLYNIS,0.001,3131
88.711,GIANNA,0.001,3132
88.712,GAYNELLE,0.001,3133
88.714,EMERALD,0.001,3134
88.715,DEMETRIUS,0.001,3135
88.717,DANYELL,0.001,3136
88.718,DANILLE,0.001,3137
88.719,DACIA,0.001,3138
88.721,CORALEE,0.001,3139
88.722,CHER,0.001,3140
88.724,CEOLA,0.001,3141
88.725,BRETT,0.001,3142
88.727,BELL,0.001,3143
88.728,ARIANNE,0.001,3144
88.73,ALESHIA,0.001,3145
88.731,YUNG,0.001,3146
88.732,WILLIEMAE,0.001,3147
88.734,TROY,0.001,3148
88.735,TRINH,0.001,3149
88.737,THORA,0.001,3150
88.738,TAI,0.001,3151
88.739,SVETLANA,0.001,3152
88.741,SHERIKA,0.001,3153
88.742,SHEMEKA,0.001,3154
88.744,SHAUNDA,0.001,3155
88.745,ROSELINE,0.001,3156
88.747,RICKI,0.001,3157
88.748,MELDA,0.001,3158
88.749,MALLIE,0.001,3159
88.751,LAVONNA,0.001,3160
88.752,LATINA,0.001,3161
88.754,LARRY,0.001,3162
88.755,LAQUANDA,0.001,3163
88.756,LALA,0.001,3164
88.758,LACHELLE,0.001,3165
88.759,KLARA,0.001,3166
88.761,KANDIS,0.001,3167
88.762,JOHNA,0.001,3168
88.763,JEANMARIE,0.001,3169
88.765,JAYE,0.001,3170
88.766,HANG,0.001,3171
88.768,GRAYCE,0.001,3172
88.769,GERTUDE,0.001,3173
88.771,EMERITA,0.001,3174
88.772,EBONIE,0.001,3175
88.773,CLORINDA,0.001,3176
88.775,CHING,0.001,3177
88.776,CHERY,0.001,3178
88.778,CAROLA,0.001,3179
88.779,BREANN,0.001,3180
88.78,BLOSSOM,0.001,3181
88.782,BERNARDINE,0.001,3182
88.783,BECKI,0.001,3183
88.785,ARLETHA,0.001,3184
88.786,ARGELIA,0.001,3185
88.788,ARA,0.001,3186
88.789,ALITA,0.001,3187
88.79,YULANDA,0.001,3188
88.792,YON,0.001,3189
88.793,YESSENIA,0.001,3190
88.794,TOBI,0.001,3191
88.796,TASIA,0.001,3192
88.797,SYLVIE,0.001,3193
88.799,SHIRL,0.001,3194
88.8,SHIRELY,0.001,3195
88.801,SHERIDAN,0.001,3196
88.803,SHELLA,0.001,3197
88.804,SHANTELLE,0.001,3198
88.806,SACHA,0.001,3199
88.807,ROYCE,0.001,3200
88.808,REBECKA,0.001,3201
88.81,REAGAN,0.001,3202
88.811,PROVIDENCIA,0.001,3203
88.812,PAULENE,0.001,3204
88.814,MISHA,0.001,3205
88.815,MIKI,0.001,3206
88.817,MARLINE,0.001,3207
88.818,MARICA,0.001,3208
88.819,LORITA,0.001,3209
88.821,LATOYIA,0.001,3210
88.822,LASONYA,0.001,3211
88.824,KERSTIN,0.001,3212
88.825,KENDA,0.001,3213
88.826,KEITHA,0.001,3214
88.828,KATHRIN,0.001,3215
88.829,JAYMIE,0.001,3216
88.83,JACK,0.001,3217
88.832,GRICELDA,0.001,3218
88.833,GINETTE,0.001,3219
88.835,ERYN,0.001,3220
88.836,ELINA,0.001,3221
88.837,ELFRIEDA,0.001,3222
88.839,DANYEL,0.001,3223
88.84,CHEREE,0.001,3224
88.841,CHANELLE,0.001,3225
88.843,BARRIE,0.001,3226
88.844,AVERY,0.001,3227
88.846,AURORE,0.001,3228
88.847,ANNAMARIA,0.001,3229
88.848,ALLEEN,0.001,3230
88.85,AILENE,0.001,3231
88.851,AIDE,0.001,3232
88.853,YASMINE,0.001,3233
88.854,VASHTI,0.001,3234
88.855,VALENTINE,0.001,3235
88.857,TREASA,0.001,3236
88.858,TORY,0.001,3237
88.859,TIFFANEY,0.001,3238
88.861,SHERYLL,0.001,3239
88.862,SHARIE,0.001,3240
88.863,SHANAE,0.001,3241
88.865,SAU,0.001,3242
88.866,RAISA,0.001,3243
88.867,PA,0.001,3244
88.869,NEDA,0.001,3245
88.87,MITSUKO,0.001,3246
88.871,MIRELLA,0.001,3247
88.873,MILDA,0.001,3248
88.874,MARYANNA,0.001,3249
88.875,MARAGRET,0.001,3250
88.877,MABELLE,0.001,3251
88.878,LUETTA,0.001,3252
88.88,LORINA,0.001,3253
88.881,LETISHA,0.001,3254
88.882,LATARSHA,0.001,3255
88.884,LANELLE,0.001,3256
88.885,LAJUANA,0.001,3257
88.886,KRISSY,0.001,3258
88.888,KARLY,0.001,3259
88.889,KARENA,0.001,3260
88.89,JON,0.001,3261
88.892,JESSIKA,0.001,3262
88.893,JERICA,0.001,3263
88.894,JEANELLE,0.001,3264
88.896,JANUARY,0.001,3265
88.897,JALISA,0.001,3266
88.898,JACELYN,0.001,3267
88.9,IZOLA,0.001,3268
88.901,IVEY,0.001,3269
88.902,GREGORY,0.001,3270
88.904,EUNA,0.001,3271
88.905,ETHA,0.001,3272
88.907,DREW,0.001,3273
88.908,DOMITILA,0.001,3274
88.909,DOMINICA,0.001,3275
88.911,DAINA,0.001,3276
88.912,CREOLA,0.001,3277
88.913,CARLI,0.001,3278
88.915,CAMIE,0.001,3279
88.916,BUNNY,0.001,3280
88.917,BRITTNY,0.001,3281
88.919,ASHANTI,0.001,3282
